"","empty","CITY","STATE","ZIP","POP","age0s","age10s","age20s","age30s","age40s","age50s","age60s","age70s","age80plus","type","kff_url","price21","price30","price40","price50","price60"
"108",12,"PLATTEVILLE","CO","80651",2955,13.2,17.4,12.4,14.9,13,12,9.5,5.3,2.2,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=co&zip=80651&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",353,401,451,631,958
"109",13,"GEORGETOWN","CT","06829",1832,12.4,16.2,9.7,9.7,15.4,17.1,11,5.8,2.9,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=ct&zip=06829&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",581,659,742,1037,1576
"110",14,"BALL POND","CT","06812",2189,9.2,13.3,11.1,9.6,13.7,19.6,12.3,7.8,3.5,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=ct&zip=06812&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",581,659,742,1037,1576
"111",15,"TOWNSEND","DE","19734",2717,15.9,19.1,9.9,16.2,16.9,11.9,5.4,3.2,1.4,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=de&zip=19734&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",418,474,534,746,1133
"112",16,"WYOMING","DE","19934",1680,14,15.6,14.2,16.3,11.9,11.2,9.6,5.1,2,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=de&zip=19934&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",418,474,534,746,1133
"113",17,"WAHNETA","FL","33880",4409,17.2,16.9,14.2,12.8,12.1,11.8,8.2,4.4,2.3,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=fl&zip=33880&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",400,454,511,714,1085
"114",18,"HARBOUR HEIGHTS","FL","33983",3428,7.3,9.5,7,9.2,9.3,12.4,21.3,16.8,7.3,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=fl&zip=33983&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",418,475,535,747,1135
"115",19,"GUMLOG","GA","30553",2358,8.5,11.6,7.8,11,10.8,16.4,17.1,11.7,4.8,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=ga&zip=30553&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",290,329,370,517,786
"116",20,"HEPHZIBAH","GA","30815",3830,11,13.3,10.5,12.3,10.9,15.5,14.5,8.7,3.2,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=ga&zip=30815&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",404,459,517,722,1097
"117",21,"HANA","HI","96713",1526,13.5,15.3,12.5,9.3,12.5,9.4,11.6,10.3,5.4,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=hi&zip=96713&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",386,438,493,689,1047
"118",22,"MAUNAWILI","HI","96734",2026,7.4,12,6.8,8.3,11.8,16.3,16.1,13.4,8.1,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=hi&zip=96734&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",386,438,493,689,1047
"119",23,"ALBIA","IA","52531",3721,13.1,14.3,12.5,11.8,11.1,11.7,11.2,8.7,5.6,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=ia&zip=52531&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",310,352,396,554,842
"120",24,"REMSEN","IA","51050",1678,11.8,14.4,9.6,11.8,9.8,11.2,12.8,10,8.8,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=ia&zip=51050&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",345,391,440,616,935
"121",25,"ST. MARIES","ID","83861",2357,14.2,11.3,12.2,11.9,9.2,11.7,13.6,10.5,5.4,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=id&zip=83861&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",324,368,414,578,879
"122",26,"OSBURN","ID","83849",1567,11.7,11.6,8.1,9.7,10.5,15,16.3,12.1,5.1,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=id&zip=83849&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",324,368,414,578,879
"123",27,"ATHENS","IL","62613",1977,13.4,17.3,10.1,13.8,13.7,12,9.3,7.9,2.8,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=il&zip=62613&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",509,578,650,909,1381
"124",281,"FORSYTH","IL","62535",3734,13,13.9,6.9,11.2,12.9,13.2,11.5,10.4,6.9,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=il&zip=62535&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",509,578,650,909,1381
"125",291,"OAKLAND CITY","IN","47660",2279,12,16.4,15.6,11.9,10.6,10.3,10.8,7.5,5.2,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=in&zip=47660&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",298,338,381,532,809
"126",301,"DELPHI","IN","46923",2961,12.8,13.8,12.1,13.1,11.3,12.6,12.4,7.7,4.2,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=in&zip=46923&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",292,332,374,522,793
"127",311,"LAKIN","KS","67860",2205,15,15.8,12.4,13.8,10.9,10.8,11,5.3,5.1,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=ks&zip=67860&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",588,668,752,1051,1597
"128",321,"WELLSVILLE","KS","66092",1953,14.4,14.6,10.9,14.4,10.4,12.4,9.8,6.3,6.7,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=ks&zip=66092&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",391,443,499,698,1060
"129",33,"PEWEE VALLEY","KY","40056",1588,10.4,13.8,7.6,7.6,10.5,15.5,14.5,10.9,9.1,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=ky&zip=40056&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",325,369,416,581,883
"130",34,"OLIVE HILL","KY","41164",1580,11.9,10.5,10.6,12.5,10.3,14.5,11.8,12.3,5.6,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=ky&zip=41164&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",314,356,401,561,852
"131",35,"GREENWOOD","LA","71033",3166,10.4,10.6,9.4,12.4,11.6,14.6,17.3,10.4,3.2,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=la&zip=71033&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",359,407,459,641,974
"132",36,"LAKE PROVIDENCE","LA","71254",3587,16.3,15.9,11.4,10.3,10.2,12.6,12.4,7.2,3.7,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=la&zip=71254&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",502,569,641,896,1361
"133",37,"SHELBURNE FALLS","MA","01370",1719,6.4,8.9,6.7,11.5,11.8,15.2,20.4,13.9,5.3,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=ma&zip=01370&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",490,533,577,721,979
"134",382,"NORTH PLYMOUTH","MA","02360",3983,10.1,10.8,12.5,15.4,13.4,13.9,13.1,6.8,4,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=ma&zip=02360&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",368,400,433,542,736
"135",392,"MOUNTAIN LAKE PARK","MD","21550",2147,10.5,11.9,10.9,10.7,10.1,12.4,16.5,8.2,9,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=md&zip=21550&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",286,324,365,511,776
"136",401,"PERRYVILLE","MD","21902",4391,10.9,13,10.6,12.8,12.3,15.5,13.9,7.5,3.3,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=md&zip=21902&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",286,324,365,511,776
"137",41,"DUNSTAN","ME","04074",2083,10.1,12,10.3,11,10.6,18.7,13.6,9.5,4.1,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=me&zip=04074&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",408,463,522,729,1108
"138",42,"MILO","ME","04463",1751,11.1,11.3,10.3,12.2,11.9,14.8,14.6,8.6,5.3,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=me&zip=04463&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",434,492,554,775,1177
"139",43,"IRON RIVER","MI","49935",3007,11.8,12.3,10.4,11.4,10.5,11.7,15.2,10.5,6.4,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=mi&zip=49935&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",586,665,749,1047,1591
"140",44,"CAPAC","MI","48014",1983,13.3,15.1,12.7,13.1,11.5,14,12,5.8,2.7,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=mi&zip=48014&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",271,307,346,483,734
"141",45,"MAPLE LAKE","MN","55358",2159,13.4,14.9,13.2,14.1,11.8,14.1,9.8,4.6,4,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=mn&zip=55358&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",255,289,326,455,692
"142",46,"PAYNESVILLE","MN","56362",2388,12.4,12.2,12.5,12.5,9.5,11.1,10.9,10.6,8.4,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=mn&zip=56362&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",334,379,427,596,906
"143",47,"TIPTON","MO","65081",2920,9.5,11.2,13.1,18.1,13.8,12.3,11.6,5.5,4.9,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=mo&zip=65081&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",453,514,579,809,1229
"144",481,"LAWSON","MO","64062",2541,14.2,17.2,11.4,13.3,11.8,10.8,10,6.9,4.6,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=mo&zip=64062&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",458,520,586,818,1243
"145",492,"MOUND BAYOU","MS","38762",1534,14.1,15.7,12.4,13.3,9.9,11.7,12.5,7.7,2.6,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=ms&zip=38762&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",375,426,479,670,1018
"146",50,"SARDIS","MS","38666",1748,13.5,12.2,11,10.4,11.2,12.2,15.3,8.6,5.6,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=ms&zip=38666&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",375,426,479,670,1018
"147",511,"FORT BELKNAP AGENCY","MT","59526",1567,19.5,20.1,13.8,12.7,10,9.7,9.2,4.2,0.9,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=mt&zip=59526&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",472,536,604,844,1282
"148",522,"CHOTEAU","MT","59422",1721,12.7,10.3,8.6,10,10.4,12,16.2,12.6,7,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=mt&zip=59422&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",505,574,646,903,1372
"149",533,"CHADBOURN","NC","28431",1574,12,14.3,12.2,9.5,11,12.8,15.4,8.6,4.3,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=nc&zip=28431&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",433,491,553,773,1175
"150",544,"FRUITLAND","NC","28792",2257,9.4,10.3,10,10.5,12.1,16.1,15.2,11.6,4.8,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=nc&zip=28792&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",434,493,555,776,1179
"151",55,"RUGBY","ND","58368",2509,10,11.1,9.6,11.2,11.6,12.4,14.4,10.6,9,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=nd&zip=58368&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",429,486,548,765,1163
"152",56,"TIOGA","ND","58852",2202,13.7,12.2,15.3,16.3,11.5,13.6,8.8,4.9,3.8,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=nd&zip=58852&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",459,521,587,820,1246
"153",57,"SYRACUSE","NE","68446",1941,13.3,13,8.1,12.2,11,11.2,12.2,9.8,9.2,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=ne&zip=68446&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",459,520,586,819,1244
"154",58,"MINDEN","NE","68959",3118,14.1,13.7,11.5,12.7,11.4,11.1,11.5,8.3,5.8,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=ne&zip=68959&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",481,546,615,859,1306
"155",59,"GORHAM","NH","03581",1851,8.5,9.3,9.1,8.4,13,14.6,20.2,11.4,5.4,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=nh&zip=03581&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",257,291,328,458,696
"156",60,"FARMINGTON","NH","03835",3824,10.6,10.6,13.5,13.3,12.2,15.1,13.7,8,2.9,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=nh&zip=03835&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",254,288,324,453,689
"157",61,"RUTGERS UNIVERSITY-LIVINGSTON CAMPUS","NJ","08901",3545,0.2,44.1,55.1,0.2,0.2,0.1,0.1,0,0,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=nj&zip=08901&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",382,433,488,682,1036
"158",62,"LAKEHURST","NJ","08733",2636,12.5,12.6,14.9,13.9,13.3,14.9,10.8,4.8,2.2,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=nj&zip=08733&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",382,433,488,682,1036
"159",631,"DULCE","NM","87528",2788,15.5,18.6,13.5,14.1,10.6,13.3,8.6,4.3,1.5,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=nm&zip=87528&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",467,530,597,834,1268
"160",64,"MILAN","NM","87021",2456,10.2,13,14.7,19.7,13.1,10.9,10.1,5.8,2.4,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=nm&zip=87021&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",467,530,597,834,1268
"161",651,"CARLIN","NV","89822",2050,13.4,11.1,14.1,14,11.6,15.6,12.9,4.6,2.7,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=nv&zip=89822&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",522,592,667,932,1416
"162",661,"WASHOE VALLEY","NV","89704",3074,7.7,9.4,6.5,9.4,10.3,16,22.4,13.8,4.5,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=nv&zip=89704&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",375,425,479,669,1016
"163",69,"MCCOMB","OH","45858",1558,15.5,14.6,12.9,11.6,12.8,10.9,11.7,7.4,2.7,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=oh&zip=45858&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",349,396,446,623,947
"164",70,"BLUFFTON","OH","45817",3967,10,16.9,15.8,9.6,9.9,10.4,11.3,7.9,8.2,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=oh&zip=45817&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",349,396,446,623,947
"165",71,"CHELSEA","OK","74016",1991,13.1,15.6,14.2,12.4,11.2,11.3,11.7,6,4.5,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=ok&zip=74016&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",462,525,591,826,1255
"166",72,"KIEFER","OK","74041",2187,16.3,15,11.9,16,12.4,11,10.4,4.4,2.6,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=ok&zip=74041&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",363,412,464,648,985
"167",73,"ENTERPRISE","OR","97828",2052,12.6,11.8,7,13.8,11,11.8,16,10.2,5.9,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=or&zip=97828&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",486,552,621,868,1319
"168",741,"HUBBARD","OR","97032",3426,15.4,17.3,12.7,15,14,11.3,8.6,4,1.7,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=or&zip=97032&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",365,414,466,652,990
"169",751,"WARMINSTER HEIGHTS","PA","18974",4010,12.9,11.6,15,15.4,11,12.7,12.2,5.5,3.6,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=pa&zip=18974&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",284,323,363,508,772
"170",76,"STORMSTOWN","PA","16870",2468,12.1,15.9,7.5,11.4,14.8,17.1,14.8,5.1,1.3,"Rural","https://www.kff.org/interactive/subsidy-calculator/#state=pa&zip=16870&income-type=dollars&income=500%2C000&people=1&alternate-plan-family=&adult-count=1&adults%5B0%5D%5Bage%5D=AGENUM&adults%5B0%5D%5Btobacco%5D=0&child-count=0",423,481,541,756,1149
